∂,,,,Study Data,,,,,,Central SCC Value,,,,,,,,,,,,,,,,Structural Changes,,,,,,,,,,,,,SCC Distribution,,,,,,,,,,,Parametric Uncertainty: 1 or 0,,,,,,,,,,,,,
,,,,,,,,,,,,,,REPORT EITHER CONSTANT DISCOUNT RATE OR PRTP AND EMUC,,,Damage Function Info - Enter 1 or 0,,,,,CLIMATE,CLIMATE,CLIMATE,DAMAGES,DAMAGES,UTILITY,UTILITY,UTILITY,UTILITY,OTHER,OTHER,OTHER,,,,,,,,,,,,,,,SOCIO-ECONOMICS,SOCIO-ECONOMICS,SOCIO-ECONOMICS,,,CLIMATE,CLIMATE or DAMAGES,DAMAGES,DAMAGES,DAMAGES,UTILITY,UTILITY,UTILITY,,,
2379,,Moritz,"Freeman, M.C., Groom, B.",2015,"Mark C. Freeman, Ben Groom (2015). Positively Gamma Discounting: Combining the Opinions of Experts on the Social Discount Rate, The Economic Journal, 125 (585), 1015–1024.",DICE1994,Newell & Pizer damages,,2000,1.57,2000,"100 `indipendent' experts, BASE N&P2003 damage profile",,Declining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,,Moritz,"Freeman, M.C., Groom, B.",2015,"Mark C. Freeman, Ben Groom (2015). Positively Gamma Discounting: Combining the Opinions of Experts on the Social Discount Rate, The Economic Journal, 125 (585), 1015–1024.",DICE1994,Newell & Pizer damages,,2000,1.56,2000,"50 `indipendent' experts, BASE N&P2003 damage profile",,Declining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,,Moritz,"Freeman, M.C., Groom, B.",2015,"Mark C. Freeman, Ben Groom (2015). Positively Gamma Discounting: Combining the Opinions of Experts on the Social Discount Rate, The Economic Journal, 125 (585), 1015–1024.",DICE1994,Newell & Pizer damages,,2000,1.51,2000,"25 `indipendent' experts, BASE N&P2003 damage profile",,Declining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,,Moritz,"Freeman, M.C., Groom, B.",2015,"Mark C. Freeman, Ben Groom (2015). Positively Gamma Discounting: Combining the Opinions of Experts on the Social Discount Rate, The Economic Journal, 125 (585), 1015–1024.",DICE1994,Newell & Pizer damages,,2000,1.46,2000,"12 `indipendent' experts, BASE N&P2003 damage profile",,Declining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,,Moritz,"Nordhaus, W.D.",2017,"William D. Nordhaus (2017). Revisiting the social cost of carbon. Proceedings of the National Academy of Sciences, 114 (7), 1518-1523",DICE2016R,,Empirical Improvement (?),2015,31.2,2010,Baseline,31.2,,1.5,1.45,,,,,,,,,,,,,,,,,,,,,7,,,,,,77,,,,,,,,,,,,,,,,,,,,
1663,,Moritz,"Nordhaus, W.D.",2017,"William D. Nordhaus (2017). Revisiting the social cost of carbon. Proceedings of the National Academy of Sciences, 114 (7), 1518-1523",DICE2016R,,Empirical Improvement (?),2015,30.7,2010,Optimal controls,31.2,,1.5,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,,Moritz,"Nordhaus, W.D.",2017,"William D. Nordhaus (2017). Revisiting the social cost of carbon. Proceedings of the National Academy of Sciences, 114 (7), 1518-1523",DICE2016R,,Sensitivity Analysis,2015,184.4,2010,2.5 degree (hard cap),31.2,,1.5,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,,Moritz,"Nordhaus, W.D.",2017,"William D. Nordhaus (2017). Revisiting the social cost of carbon. Proceedings of the National Academy of Sciences, 114 (7), 1518-1523",DICE2016R,,Sensitivity Analysis,2015,106.7,2010,"2.5 degree, average max 100 years",31.2,,1.5,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,,Moritz,"Nordhaus, W.D.",2017,"William D. Nordhaus (2017). Revisiting the social cost of carbon. Proceedings of the National Academy of Sciences, 114 (7), 1518-1523",DICE2016R,,Sensitivity Analysis,2015,197.4,2010,Stern optimal,31.2,,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,,Moritz,"Nordhaus, W.D.",2017,"William D. Nordhaus (2017). Revisiting the social cost of carbon. Proceedings of the National Academy of Sciences, 114 (7), 1518-1523",DICE2016R,,Sensitivity Analysis,2015,128.5,2010,"Baseline, alternative discount rate (2.5)",31.2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,,Moritz,"Nordhaus, W.D.",2017,"William D. Nordhaus (2017). Revisiting the social cost of carbon. Proceedings of the National Academy of Sciences, 114 (7), 1518-1523",DICE2016R,,Sensitivity Analysis,2015,79.1,2010,"Baseline, alternative discount rate (3)",31.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,,Moritz,"Nordhaus, W.D.",2017,"William D. Nordhaus (2017). Revisiting the social cost of carbon. Proceedings of the National Academy of Sciences, 114 (7), 1518-1523",DICE2016R,,Sensitivity Analysis,2015,36.3,2010,"Baseline, alternative discount rate (4)",31.2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,,Moritz,"Nordhaus, W.D.",2017,"William D. Nordhaus (2017). Revisiting the social cost of carbon. Proceedings of the National Academy of Sciences, 114 (7), 1518-1523",DICE2016R,,Sensitivity Analysis,2015,19.7,2010,"Baseline, alternative discount rate (5)",31.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,,Moritz,"Yohe, G., Hope, C.",2013,"Yohe, G., Hope, C. (2013). Some thoughts on the value added from a new round of climate change damage estimates. Climatic Change 117, 451–465.",PAGE09,,Sensitivity Analysis,2009,106,2005,Default SRES A1B storyline,106,,1.0333,1.667,,,0,,1,,,,,,,,,,,,,,,12,,,,,,,,259,,1191,,,,,1,,,,1,,,1,,,,,Also PRTP and non-economic impacts as parametric uncertainty
2856,,Moritz,"Yohe, G., Hope, C.",2013,"Yohe, G., Hope, C. (2013). Some thoughts on the value added from a new round of climate change damage estimates. Climatic Change 117, 451–465.",PAGE09,,Sensitivity Analysis,2009,106,2005,Ranges for the damage parameters reduced by 50%,106,,1.0333,1.667,,,0,,1,,,,,,,,,,,,,,,12,,,,,,,,258,,1168,,,,,1,,,,1,,,1,,,,,Also PRTP and non-economic impacts as parametric uncertainty
2856,,Moritz,"Yohe, G., Hope, C.",2013,"Yohe, G., Hope, C. (2013). Some thoughts on the value added from a new round of climate change damage estimates. Climatic Change 117, 451–465.",PAGE09,,Sensitivity Analysis,2009,102,2005,Ranges preserved but distribution of damage parameters skewed with the mode 50% lower,106,,1.0333,1.667,,,0,,1,,,,,,,,,,,,,,,10,,,,,,,,248,,1108,,,,,1,,,,1,,,1,,,,,Also PRTP and non-economic impacts as parametric uncertainty
2856,,Moritz,"Yohe, G., Hope, C.",2013,"Yohe, G., Hope, C. (2013). Some thoughts on the value added from a new round of climate change damage estimates. Climatic Change 117, 451–465.",PAGE09,,Sensitivity Analysis,2009,111,2005,Ranges preserved but distribution of damage parameters skewed with the mode 50% higher,106,,1.0333,1.667,,,0,,1,,,,,,,,,,,,,,,13,,,,,,,,272,,1218,,,,,1,,,,1,,,1,,,,,Also PRTP and non-economic impacts as parametric uncertainty
2346,,Moritz,"Iverson, T., Denning, S., Zahran, S.",2015,"Iverson, T., Denning, S. & Zahran, S. (2015).When the long run matters. Climatic Change 129, 57–72.",Analytic IAM,GHKT (Golosov) /DICE,Sensitivity Analysis,2015,8.45,2010?,"fully Nordhaus-discounting, long-run emission fraction decay parameter=0.2",8.45,5.25 (fully Nordhaus)/ declining,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,,Moritz,"Iverson, T., Denning, S., Zahran, S.",2015,"Iverson, T., Denning, S. & Zahran, S. (2015).When the long run matters. Climatic Change 129, 57–72.",Analytic IAM,GHKT (Golosov) /DICE,Sensitivity Analysis,2015,19.91,2010?,"10% Stern, …",8.45,10% Stern / declining,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,,Moritz,"Iverson, T., Denning, S., Zahran, S.",2015,"Iverson, T., Denning, S. & Zahran, S. (2015).When the long run matters. Climatic Change 129, 57–72.",Analytic IAM,GHKT (Golosov) /DICE,Sensitivity Analysis,2015,31.64,2010?,"20% Stern, …",8.45,20% Stern / declining,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,,Moritz,"Iverson, T., Denning, S., Zahran, S.",2015,"Iverson, T., Denning, S. & Zahran, S. (2015).When the long run matters. Climatic Change 129, 57–72.",Analytic IAM,GHKT (Golosov) /DICE,Sensitivity Analysis,2015,43.64,2010?,"30% Stern, …",8.45,30% Stern / declining,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,,Moritz,"Iverson, T., Denning, S., Zahran, S.",2015,"Iverson, T., Denning, S. & Zahran, S. (2015).When the long run matters. Climatic Change 129, 57–72.",Analytic IAM,GHKT (Golosov) /DICE,Sensitivity Analysis,2015,55.91,2010?,"40% Stern, …",8.45,40% Stern / declining,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,,Moritz,"Iverson, T., Denning, S., Zahran, S.",2015,"Iverson, T., Denning, S. & Zahran, S. (2015).When the long run matters. Climatic Change 129, 57–72.",Analytic IAM,GHKT (Golosov) /DICE,Sensitivity Analysis,2015,68.18,2010?,"50% Stern, …",8.45,50% Stern / declining,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,,Moritz,"Iverson, T., Denning, S., Zahran, S.",2015,"Iverson, T., Denning, S. & Zahran, S. (2015).When the long run matters. Climatic Change 129, 57–72.",Analytic IAM,GHKT (Golosov) /DICE,Sensitivity Analysis,2015,120,2010?,"fully Stern-discounting, long-run emission fraction decay parameter=0.2",8.45,0.1 (100% Stern) / declining,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,,Moritz,"Iverson, T., Denning, S., Zahran, S.",2015,"Iverson, T., Denning, S. & Zahran, S. (2015).When the long run matters. Climatic Change 129, 57–72.",Analytic IAM,GHKT (Golosov) /DICE,Empirical improvement,2015,4.64,2010?,"fully Nordhaus-discounting, with temperature inertia, long-run emission fraction decay parameter=0.2",8.45,5.25 (fully Nordhaus)/ declining,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,,Moritz,"Iverson, T., Denning, S., Zahran, S.",2015,"Iverson, T., Denning, S. & Zahran, S. (2015).When the long run matters. Climatic Change 129, 57–72.",Analytic IAM,GHKT (Golosov) /DICE,Empirical improvement,2015,16.64,2010?,"10% Stern, …",8.45,10% Stern / declining,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,,Moritz,"Iverson, T., Denning, S., Zahran, S.",2015,"Iverson, T., Denning, S. & Zahran, S. (2015).When the long run matters. Climatic Change 129, 57–72.",Analytic IAM,GHKT (Golosov) /DICE,Empirical improvement,2015,28.36,2010?,"20% Stern, …",8.45,20% Stern / declining,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,,Moritz,"Iverson, T., Denning, S., Zahran, S.",2015,"Iverson, T., Denning, S. & Zahran, S. (2015).When the long run matters. Climatic Change 129, 57–72.",Analytic IAM,GHKT (Golosov) /DICE,Empirical improvement,2015,40.64,2010?,"30% Stern, …",8.45,30% Stern / declining,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,,Moritz,"Iverson, T., Denning, S., Zahran, S.",2015,"Iverson, T., Denning, S. & Zahran, S. (2015).When the long run matters. Climatic Change 129, 57–72.",Analytic IAM,GHKT (Golosov) /DICE,Empirical improvement,2015,52.91,2010?,"40% Stern, …",8.45,40% Stern / declining,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,,Moritz,"Iverson, T., Denning, S., Zahran, S.",2015,"Iverson, T., Denning, S. & Zahran, S. (2015).When the long run matters. Climatic Change 129, 57–72.",Analytic IAM,GHKT (Golosov) /DICE,Empirical improvement,2015,65.18,2010?,"50% Stern, …",8.45,50% Stern / declining,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,,Moritz,"Iverson, T., Denning, S., Zahran, S.",2015,"Iverson, T., Denning, S. & Zahran, S. (2015).When the long run matters. Climatic Change 129, 57–72.",Analytic IAM,GHKT (Golosov) /DICE,Empirical improvement,2015,117,2010?,"fully Stern-discounting, with temperature inertia, long-run emission fraction decay parameter=0.2",8.45,0.1 (100% Stern) / declining,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,,Moritz,"Iverson, T., Denning, S., Zahran, S.",2015,"Iverson, T., Denning, S. & Zahran, S. (2015).When the long run matters. Climatic Change 129, 57–72.",Analytic IAM,GHKT (Golosov) /DICE,Sensitivity Analysis,2015,10.36,2010?,"fully Nordhaus-discounting, long-run emission fraction decay parameter=0",8.45,5.25 (fully Nordhaus)/ declining,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,,Moritz,"Iverson, T., Denning, S., Zahran, S.",2015,"Iverson, T., Denning, S. & Zahran, S. (2015).When the long run matters. Climatic Change 129, 57–72.",Analytic IAM,GHKT (Golosov) /DICE,Sensitivity Analysis,2015,18.27,2010?,"10% Stern, …",8.45,10% Stern / declining,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,,Moritz,"Iverson, T., Denning, S., Zahran, S.",2015,"Iverson, T., Denning, S. & Zahran, S. (2015).When the long run matters. Climatic Change 129, 57–72.",Analytic IAM,GHKT (Golosov) /DICE,Sensitivity Analysis,2015,26.18,2010?,"20% Stern, …",8.45,20% Stern / declining,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,,Moritz,"Iverson, T., Denning, S., Zahran, S.",2015,"Iverson, T., Denning, S. & Zahran, S. (2015).When the long run matters. Climatic Change 129, 57–72.",Analytic IAM,GHKT (Golosov) /DICE,Sensitivity Analysis,2015,34.36,2010?,"30% Stern, …",8.45,30% Stern / declining,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,,Moritz,"Iverson, T., Denning, S., Zahran, S.",2015,"Iverson, T., Denning, S. & Zahran, S. (2015).When the long run matters. Climatic Change 129, 57–72.",Analytic IAM,GHKT (Golosov) /DICE,Sensitivity Analysis,2015,42.82,2010?,"40% Stern, …",8.45,40% Stern / declining,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,,Moritz,"Iverson, T., Denning, S., Zahran, S.",2015,"Iverson, T., Denning, S. & Zahran, S. (2015).When the long run matters. Climatic Change 129, 57–72.",Analytic IAM,GHKT (Golosov) /DICE,Sensitivity Analysis,2015,51.55,2010?,"50% Stern, …",8.45,50% Stern / declining,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,,Moritz,"Iverson, T., Denning, S., Zahran, S.",2015,"Iverson, T., Denning, S. & Zahran, S. (2015).When the long run matters. Climatic Change 129, 57–72.",Analytic IAM,GHKT (Golosov) /DICE,Sensitivity Analysis,2015,89.18,2010?,"fully Stern-discounting,  long-run emission fraction decay parameter=0",8.45,0.1 (100% Stern) / declining,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,,Moritz,"Asplund, D.",2017,"Asplund, D. (2017). The temporal aspects of the social cost of greenhouse gases. Economics and policy of energy and the environment, 3, 25-39.",PAGE2002,,Sensitivity Analysis,2001,28,2000,"Baseline, timehorizon 2200",,,"Triangular probability density function with (min 0,1; mode 1; max2)","Triangular probability density function with (min 0,5; mode 1; max2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,Also PRTP parametric uncertainty; but no sensitivity results are presented
1685,,Moritz,"Asplund, D.",2017,"Asplund, D. (2017). The temporal aspects of the social cost of greenhouse gases. Economics and policy of energy and the environment, 3, 25-39.",PAGE2002,,Sensitivity Analysis,2001,74,2000,"Stern, timehorizon 2200",,,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,,Moritz,"Asplund, D.",2017,"Asplund, D. (2017). The temporal aspects of the social cost of greenhouse gases. Economics and policy of energy and the environment, 3, 25-39.",PAGE2002,,Sensitivity Analysis,2001,454,2000,"Low discount scheme, timehorizon 2200",,,0.05,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,,Moritz,"Asplund, D.",2017,"Asplund, D. (2017). The temporal aspects of the social cost of greenhouse gases. Economics and policy of energy and the environment, 3, 25-39.",PAGE2002,,Sensitivity Analysis,2001,29,2000,"Baseline, prolonged timehorizon 3000",,,"Triangular probability density function with (min 0,1; mode 1; max2)","Triangular probability density function with (min 0,5; mode 1; max2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,Also PRTP parametric uncertainty; but no sensitivity results are presented
1685,,Moritz,"Asplund, D.",2017,"Asplund, D. (2017). The temporal aspects of the social cost of greenhouse gases. Economics and policy of energy and the environment, 3, 25-39.",PAGE2002,,Sensitivity Analysis,2001,76,2000,"Stern, prolonged timehorizon 3000",,,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,,Moritz,"Asplund, D.",2017,"Asplund, D. (2017). The temporal aspects of the social cost of greenhouse gases. Economics and policy of energy and the environment, 3, 25-39.",PAGE2002,,Sensitivity Analysis,2001,588,2000,"Low discount scheme, prolonged timehorizon 3000",,,0.05,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,,Moritz,"Espagne, E., Pottier, A., Fabert, B.P., Nadaud, F., Dumas, P.",2018,"Espagne, E., Pottier, A., Fabert, B.P., Nadaud, F., Dumas, P. (2018). SCCs and the use of IAMs Let's separate the wheat from the chaff. International Economics, 155, 29-47.",RESPONSE,DICE,Sensitivity Analysis,2010,5,2005,Nordhaus,,,2.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,,Moritz,"Espagne, E., Pottier, A., Fabert, B.P., Nadaud, F., Dumas, P.",2018,"Espagne, E., Pottier, A., Fabert, B.P., Nadaud, F., Dumas, P. (2018). SCCs and the use of IAMs Let's separate the wheat from the chaff. International Economics, 155, 29-47.",RESPONSE,PAGE,Sensitivity Analysis,2010,45,2005,Stern,,,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,,Moritz,"Espagne, E., Pottier, A., Fabert, B.P., Nadaud, F., Dumas, P.",2018,"Espagne, E., Pottier, A., Fabert, B.P., Nadaud, F., Dumas, P. (2018). SCCs and the use of IAMs Let's separate the wheat from the chaff. International Economics, 155, 29-47.",RESPONSE,DICE,Sensitivity Analysis,2010,36,2005,Nordhaus with Stern PRTP,,,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,,Moritz,"Espagne, E., Pottier, A., Fabert, B.P., Nadaud, F., Dumas, P.",2018,"Espagne, E., Pottier, A., Fabert, B.P., Nadaud, F., Dumas, P. (2018). SCCs and the use of IAMs Let's separate the wheat from the chaff. International Economics, 155, 29-47.",RESPONSE,PAGE,Sensitivity Analysis,2010,7,2005,Stern with Nordhaus PRTP,,,2.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704,,Moritz,"Glotter, M.J., Pierrehumbert, R.T., Elliott, J.W., Matteson, N.J., Moyer, E.J.",2014,"Glotter, M.J., Pierrehumbert, R.T., Elliott, J.W., Matteson, N.J., Moyer, E.J. (2014). A simple carbon cycle representation for economic and policy analyses. Climatic Change 126, 319–335.",DICE2007,,Empirical Improvement,2005,16,2005,DICE-CC extension,10,,1.5,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704,,Moritz,"Glotter, M.J., Pierrehumbert, R.T., Elliott, J.W., Matteson, N.J., Moyer, E.J.",2014,"Glotter, M.J., Pierrehumbert, R.T., Elliott, J.W., Matteson, N.J., Moyer, E.J. (2014). A simple carbon cycle representation for economic and policy analyses. Climatic Change 126, 319–335.",DICE2007,,Sensitivity Analysis,2005,470,2005,Lower discounting,10,,0,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704,,Moritz,"Glotter, M.J., Pierrehumbert, R.T., Elliott, J.W., Matteson, N.J., Moyer, E.J.",2014,"Glotter, M.J., Pierrehumbert, R.T., Elliott, J.W., Matteson, N.J., Moyer, E.J. (2014). A simple carbon cycle representation for economic and policy analyses. Climatic Change 126, 319–335.",DICE2007,,Sensitivity Analysis,2005,66,2005,Higher damage exponent (^3),10,,1.5,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704,,Moritz,"Glotter, M.J., Pierrehumbert, R.T., Elliott, J.W., Matteson, N.J., Moyer, E.J.",2014,"Glotter, M.J., Pierrehumbert, R.T., Elliott, J.W., Matteson, N.J., Moyer, E.J. (2014). A simple carbon cycle representation for economic and policy analyses. Climatic Change 126, 319–335.",DICE2010,,Empirical Improvement,2005,23,2005,DICE-CC extension,17,,1.5,1.5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704,,Moritz,"Glotter, M.J., Pierrehumbert, R.T., Elliott, J.W., Matteson, N.J., Moyer, E.J.",2014,"Glotter, M.J., Pierrehumbert, R.T., Elliott, J.W., Matteson, N.J., Moyer, E.J. (2014). A simple carbon cycle representation for economic and policy analyses. Climatic Change 126, 319–335.",DICE2010,,Sensitivity Analysis,2005,500,2005,Lower discounting,17,,0,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704,,Moritz,"Glotter, M.J., Pierrehumbert, R.T., Elliott, J.W., Matteson, N.J., Moyer, E.J.",2014,"Glotter, M.J., Pierrehumbert, R.T., Elliott, J.W., Matteson, N.J., Moyer, E.J. (2014). A simple carbon cycle representation for economic and policy analyses. Climatic Change 126, 319–335.",DICE2010,,Sensitivity Analysis,2005,110,2005,Higher damage exponent (^3),17,,1.5,1.5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3004,Botzenetal2012,James,"Wouter Botzen, W.J., van den Bergh, J.C.J.M.",2012,"Botzen, W. W., & van den Bergh, J. C. (2012). How sensitive is Nordhaus to Weitzman? Climate policy in DICE with an alternative damage function. Economics Letters, 117(1), 372-374.",DICE-2007,,Sensitivity Analysis,2015,42.38,2005,Optimal,41.9,5.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 1,,Reported as optimal carbon price; also assuming the values are SCCO2
3004,Botzenetal2012,James,"Wouter Botzen, W.J., van den Bergh, J.C.J.M.",2012,"Botzen, W. W., & van den Bergh, J. C. (2012). How sensitive is Nordhaus to Weitzman? Climate policy in DICE with an alternative damage function. Economics Letters, 117(1), 372-374.",DICE-2007,,Sensitivity Analysis,2055,121.24,2005,Optimal,98.01,5.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 1,,Reported as optimal carbon price; also assuming the values are SCCO2
3004,Botzenetal2012,James,"Wouter Botzen, W.J., van den Bergh, J.C.J.M.",2012,"Botzen, W. W., & van den Bergh, J. C. (2012). How sensitive is Nordhaus to Weitzman? Climate policy in DICE with an alternative damage function. Economics Letters, 117(1), 372-374.",DICE-2007,,Sensitivity Analysis,2105,350.79,2005,Optimal,217,5.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 1,,Reported as optimal carbon price; also assuming the values are SCCO2
3004,Botzenetal2012,James,"Wouter Botzen, W.J., van den Bergh, J.C.J.M.",2012,"Botzen, W. W., & van den Bergh, J. C. (2012). How sensitive is Nordhaus to Weitzman? Climate policy in DICE with an alternative damage function. Economics Letters, 117(1), 372-374.",DICE-2007,,Sensitivity Analysis,2155,683.6,2005,Optimal,426.24,5.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 1,,Reported as optimal carbon price; also assuming the values are SCCO2
3004,Botzenetal2012,James,"Wouter Botzen, W.J., van den Bergh, J.C.J.M.",2012,"Botzen, W. W., & van den Bergh, J. C. (2012). How sensitive is Nordhaus to Weitzman? Climate policy in DICE with an alternative damage function. Economics Letters, 117(1), 372-374.",DICE-2007,,Sensitivity Analysis,2205,800.21,2005,Optimal,800.21,5.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 1,,Reported as optimal carbon price; also assuming the values are SCCO2
