,Authors,Author.s..ID,Title,Year,Source.title,Volume,Issue,Art..No.,Page.start,Page.end,Page.count,Cited.by,Abstract Filter,Filtered By (Initials),Second NA Filter,Second Filter By (Initials),DOI,"Filtering Reason (RAs do not fill this out, only for a reference guide)",Link,Filter Explanation (RAs do not fill this out),Document.Type,Publication.Stage,Access.Type,Source,EID,X,,
2644,"Bele, M.Y., Sonwa, D.J., Tiani, A.M.",36467949500; 8590205200; 16246778400,Local Communities Vulnerability to Climate Change and Adaptation Strategies in Bukavu in DR Congo,2014,Journal of Environment and Development,23,3,,331,357,NA,9,0,CT,,,10.1177/1070496514536395,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84907147463&partnerID=40&md5=1d1e1f6c886d62eea442c21f23906a55,,Article,Final,,Scopus,2-s2.0-84907147463,,,
2645,"Raeesi, R., O'Sullivan, M.J.",53364136100; 57208119832,Eco-logistics: Environmental and economic implications of alternative fuel vehicle routing problem,2014,International Journal of Business Performance and Supply Chain Modelling,6,4-Mar,,276,297,NA,2,0,CT,,,10.1504/IJBPSCM.2014.065271,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85027398156&partnerID=40&md5=e9182ba5e1145d2253afaaa981dd92db,,Article,Final,,Scopus,2-s2.0-85027398156,,,
2646,"Peh, K.S.-H., Balmford, A., Birch, J.C., Brown, C., Butchart, S.H.M., Daley, J., Dawson, J., Gray, G., Hughes, F.M.R., Mendes, S., Millett, J., Stattersfield, A.J., Thomas, D.H.L., Walpole, M., Bradbury, R.B.",7006501352; 57207509047; 35733215500; 36016021400; 6603966596; 16174324700; 57213992887; 7401812355; 8894898400; 56804604800; 57208022174; 6506535714; 57203496114; 56929706400; 7004524189,Potential impact of invasive alien species on ecosystem services provided by a tropical forested ecosystem: a case study from Montserrat,2014,Biological Invasions,17,1,,461,475,NA,18,0,CT,,,10.1007/s10530-014-0743-9,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84940264911&partnerID=40&md5=1b7342e83720d16a00e97fb9418381c9,,Article,Final,,Scopus,2-s2.0-84940264911,,,
2647,"Stern, N.",7103384515,"ETHICS, EQUITY and the ECONOMICS of CLIMATE CHANGE PAPER 2: ECONOMICS and POLITICS",2014,Economics and Philosophy,30,3,,445,501,NA,20,0,CT,,,10.1017/S0266267114000303,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84931306445&partnerID=40&md5=60d47aa46e48e0212316fbf5efc530d5,,Article,Final,,Scopus,2-s2.0-84931306445,,,
2648,"Stern, N.",7103384515,"Ethics, equity and the economics of climate change paper 1: Science and philosophy",2014,Economics and Philosophy,760,,,,,NA,2,0,CT,,,10.1017/S0266267114000297,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84910643127&partnerID=40&md5=c4779bc11b1dacaa5e7ce537023dd08f,,Article,Final,,Scopus,2-s2.0-84910643127,,,
2649,"Golosov, M., Hassler, J., Krusell, P., Tsyvinski, A.",36174848800; 7004726994; 57203285766; 6504293496,Optimal Taxes on Fossil Fuel in General Equilibrium,2014,Econometrica,82,1,,41,88,NA,203,NA,CT,1,NST,10.3982/ECTA10217,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84893449006&partnerID=40&md5=55cc97433fdc464b53a94c462e5a2bd5,,Article,Final,,Scopus,2-s2.0-84893449006,,,
2652,"Ekholm, T.",23569259100,Hedging the climate sensitivity risks of a temperature target,2014,Climatic Change,127,2,,153,167,NA,6,0,CT,,,10.1007/s10584-014-1243-8,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84924375714&partnerID=40&md5=219fbb292ccf7469b6ba5270d3bcb7a7,,Article,Final,,Scopus,2-s2.0-84924375714,,,
2653,"Pellecuer, L., Assaf, G.J., St-Jacques, M.",24465515700; 6603918952; 6602230231,Life cycle environmental benefits of pavement surface maintenance,2014,Canadian Journal of Civil Engineering,41,8,,695,702,NA,5,0,CT,,,10.1139/cjce-2013-0508,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84905640249&partnerID=40&md5=428e3e9709fdc314d572b01e3d369160,,Article,Final,,Scopus,2-s2.0-84905640249,,,
2654,"McLaughlin, E., Hanley, N., Greasley, D., Kunnas, J., Oxley, L., Warde, P.",55625869500; 7005750378; 6603814976; 6506421239; 7003336774; 35919062000,Historical wealth accounts for Britain: Progress and puzzles in measuring the sustainability of economic growth,2014,Oxford Review of Economic Policy,30,1,,44,69,NA,14,0,CT,,,10.1093/oxrep/gru002,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84901488710&partnerID=40&md5=7ddb34a4bdbef75680d247ba8b6a0b90,,Article,Final,,Scopus,2-s2.0-84901488710,,,
2655,"Greene, D.L., Park, S., Liu, C.",57203195709; 57191672392; 55271762900,Analyzing the transition to electric drive vehicles in the U.S.,2014,Futures,58,,,34,52,NA,40,0,CT,,,10.1016/j.futures.2013.07.003,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84899902355&partnerID=40&md5=8ad082684e6a111fc0d78ad1edce413c,,Article,Final,,Scopus,2-s2.0-84899902355,,,
2656,"Moxnes, E.",6603527264,"Discounting, climate and sustainability",2014,Ecological Economics,102,,,158,166,NA,3,0,CT,,,10.1016/j.ecolecon.2014.04.003,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84899667576&partnerID=40&md5=2222f2b40c44f324765d73e513791c9c,,Article,Final,Open Access,Scopus,2-s2.0-84899667576,,,
2658,"Newell, R.G., Pizer, W.A., Raimi, D.",7101827029; 6602192536; 55615111500,"Carbon markets: Past, present, and future",2014,Annual Review of Resource Economics,6,1,,191,215,NA,13,0,CT,,,10.1146/annurev-resource-100913-012655,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84908278938&partnerID=40&md5=71e7f7d5028ddece372c18dae00b3b7e,,Article,Final,,Scopus,2-s2.0-84908278938,,,
2659,"Baró, F., Chaparro, L., Gómez-Baggethun, E., Langemeyer, J., Nowak, D.J., Terradas, J.",55652382900; 56198675800; 24175588700; 56198699500; 7201764447; 57201573421,"Contribution of ecosystem services to air quality and climate change mitigation policies: The case of urban forests in Barcelona, Spain",2014,Ambio,43,4,,466,479,NA,155,0,CT,,,10.1007/s13280-014-0507-x,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84902116075&partnerID=40&md5=91ff9640eb6356abae68de631457c817,,Article,Final,Open Access,Scopus,2-s2.0-84902116075,,,
2660,"Dercon, S.",6701779260,"Climate change, green growth, and aid allocation to poor countries",2014,Oxford Review of Economic Policy,30,3,,531,549,NA,3,0,CT,,,10.1093/oxrep/gru028,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84928694177&partnerID=40&md5=79410c1678699d1d071e13f0ad5efcac,,Article,Final,,Scopus,2-s2.0-84928694177,,,
2661,"Hultkrantz, L., A. Krüger, N., Mantalos, P.",6602407306; 56516999600; 8902880000,Risk-adjusted long-term social rates of discount for transportation infrastructure investment,2014,Research in Transportation Economics,47,1,,70,81,NA,8,0,CT,,,10.1016/j.retrec.2014.09.020,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84922813777&partnerID=40&md5=b3efebcfcb4c3d3d23913e8bb4a1c62e,,Article,Final,,Scopus,2-s2.0-84922813777,,,
2662,"Sunstein, C.R., Vermeule, A.",7006153931; 6602165168,"The law of ""not now"": When agencies defer decisions",2014,Georgetown Law Journal,103,1,,157,195,NA,27,0,CT,,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84908495625&partnerID=40&md5=9823b4e3450c25777f2ca545814197b5,,Article,Final,,Scopus,2-s2.0-84908495625,,,
2663,"Muller, N.Z.",12776506000,Air pollution damages from offshore energy production,2014,Energy Journal,35,4,,39,60,NA,NA,0,CT,,,10.5547/01956574.35.4.2,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84907525797&partnerID=40&md5=16c1300eaa19b7cd0210f3e62f10113a,,Article,Final,,Scopus,2-s2.0-84907525797,,,
2664,"Karp, L., Rezai, A.",57204261377; 36859652300,The political economy of environmental policy with overlapping generations,2014,International Economic Review,55,3,,711,733,NA,13,0,CT,,,10.1111/iere.12068,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84904913074&partnerID=40&md5=a3bf8ba7b87dc208ba5f3548fb0a50cb,,Article,Final,,Scopus,2-s2.0-84904913074,,,
2665,"Chen, Z., Andresen, S.",7409485867; 56167768700,"A multiobjective optimization model of production-sourcing for sustainable supply chain with consideration of social, environmental, and economic factors",2014,Mathematical Problems in Engineering,2014,,616107,,,NA,20,0,CT,,,10.1155/2014/616107,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84901008978&partnerID=40&md5=6631c56f244a1b2a4745118b4fac878a,,Article,Final,Open Access,Scopus,2-s2.0-84901008978,,,
2668,"Cappelli, A., Libardo, A., Nocera, S.",14119486000; 24338265300; 6701688799,A deterministic model for measuring the attraction of the railway,2014,Traffic Engineering and Control,55,3,,51,60,NA,2,0,CT,,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84922515988&partnerID=40&md5=f626e3ccf6f1c02838dee430be98eabf,,Article,Final,,Scopus,2-s2.0-84922515988,,,
2669,"Gilbraith, N., Azevedo, I.L., Jaramillo, P.",55320364900; 57211166980; 8957522000,Evaluating the benefits of commercial building energy codes and improving federal incentives for code adoption,2014,Environmental Science and Technology,48,24,,14121,14130,NA,8,0,CT,,,10.1021/es502894m,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84918568440&partnerID=40&md5=b07233329e5764f6d3efcfae264af299,,Article,Final,,Scopus,2-s2.0-84918568440,,,
2670,"Lewandowsky, S., Risbey, J.S., Smithson, M., Newell, B.R.",7003392492; 6701799761; 6603628470; 7003401856,Scientific uncertainty and climate change: Part II. Uncertainty and mitigation,2014,Climatic Change,124,2-Jan,,39,52,NA,19,0,CT,,,10.1007/s10584-014-1083-6,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84901234997&partnerID=40&md5=05a45c46830ccb4f373c03f2ddc3710e,,Article,Final,,Scopus,2-s2.0-84901234997,,,
2671,"Blanford, G.J., Kriegler, E., Tavoni, M.",23977456900; 55881072300; 21744127000,Harmonization vs. fragmentation: Overview of climate policy scenarios in EMF27,2014,Climatic Change,123,4-Mar,,383,396,NA,39,0,CT,,,10.1007/s10584-013-0951-9,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84898543746&partnerID=40&md5=51221b501318393f3c339114e7862321,,Article,Final,,Scopus,2-s2.0-84898543746,,,
2672,"Pellecuer, L., Assaf, G.J., St-Jacques, M.",24465515700; 6603918952; 6602230231,Influence of pavement condition on environmental costs,2014,Journal of Transportation Engineering,140,10,4014050,,,NA,6,0,CT,,,10.1061/(ASCE)TE.1943-5436.0000721,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84905673894&partnerID=40&md5=440c39b68f3d0658b2c4291b46dd9e37,,Article,Final,,Scopus,2-s2.0-84905673894,,,
2673,"Arrow, K.J., Cropper, M.L., Gollier, C., Groom, B., Heal, G.M., Newell, R.G., Nordhaus, W.D., Pindyck, R.S., Pizer, W.A., Portney, P.R., Sterner, T., Tol, R.S.J., Weitzman, M.L.",55284298800; 7004529142; 7004141165; 9740614000; 7004654074; 7101827029; 7004576935; 6701565856; 6602192536; 6601999309; 7003689925; 55765581600; 7005644463,Should governments use a declining discount rate in project analysis?,2014,Review of Environmental Economics and Policy,8,2,,145,163,NA,95,0,CT,,,10.1093/reep/reu008,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84904745360&partnerID=40&md5=c820f5ca822a26fdb280e7aaee8a0d35,,Article,Final,Open Access,Scopus,2-s2.0-84904745360,,,
2674,"Aste, N., Buzzetti, M., Caputo, P., Manfren, M.",23468350800; 26643786500; 55122541900; 36615272800,Local energy efficiency programs: A monitoring methodology for heating systems,2014,Sustainable Cities and Society,13,,,69,77,NA,19,0,CT,,,10.1016/j.scs.2014.04.006,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84904320119&partnerID=40&md5=bb3daec92086e24592cd0f620592fecf,,Article,Final,,Scopus,2-s2.0-84904320119,,,
2676,"Cachon, G.P.",35609177300,Retail store density and the cost of greenhouse gas emissions,2014,Management Science,60,8,,1907,1925,NA,123,0,CT,,,10.1287/mnsc.2013.1819,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84905718036&partnerID=40&md5=8c5cd3a1aefddffc84e2d10c63121605,,Article,Final,,Scopus,2-s2.0-84905718036,,,
2677,"Birch, J.C., Thapa, I., Balmford, A., Bradbury, R.B., Brown, C., Butchart, S.H.M., Gurung, H., Hughes, F.M.R., Mulligan, M., Pandeya, B., Peh, K.S.-H., Stattersfield, A.J., Walpole, M., Thomas, D.H.L.",35733215500; 56091833500; 57207509047; 7004524189; 36016021400; 6603966596; 6508063522; 8894898400; 57208275038; 55781973500; 7006501352; 6506535714; 56929706400; 57203496114,"What benefits do community forests provide, and to whom? A rapid assessment of ecosystem services from a Himalayan forest, Nepal",2014,Ecosystem Services,8,,,118,127,NA,49,0,CT,,,10.1016/j.ecoser.2014.03.005,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84902276979&partnerID=40&md5=4f08f8ffd8070c7805c7b2ceb2de66f8,,Article,Final,,Scopus,2-s2.0-84902276979,,,
2678,"Goldin, E., Erickson, L., Natarajan, B., Brase, G., Pahwa, A.",55974476700; 56188245100; 35617559600; 6701340521; 7003440712,Solar powered charge stations for electric vehicles,2014,Environmental Progress and Sustainable Energy,33,4,,1298,1308,NA,16,0,CT,,,10.1002/ep.11898,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84908028195&partnerID=40&md5=93961733beb79e27791327fdbba14ead,,Article,Final,,Scopus,2-s2.0-84908028195,,,
2679,"Traeger, C.P.",37125128200,Why uncertainty matters: Discounting under intertemporal risk aversion and ambiguity,2014,Economic Theory,56,3,,627,664,NA,25,0,CT,,,10.1007/s00199-014-0800-8,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84905176056&partnerID=40&md5=614ceb9b5238f33b21d46ef4d97be109,,Article,Final,,Scopus,2-s2.0-84905176056,,,
2680,"Blignaut, J., Aronson, J., de Groot, R.",12769669800; 7202580727; 7103077052,Restoration of natural capital: A key strategy on the path to sustainability,2014,Ecological Engineering,65,,,54,61,NA,35,0,CT,,,10.1016/j.ecoleng.2013.09.003,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84900533621&partnerID=40&md5=fb41221abd55b96d91301441f04aaa04,,Article,Final,,Scopus,2-s2.0-84900533621,,,
2681,"Wang, Y., Brown, M.A.",56151345200; 7405388601,Policy drivers for improving electricity end-use efficiency in the USA: An economic-engineering analysis,2014,Energy Efficiency,7,3,,517,546,NA,16,0,CT,,,10.1007/s12053-013-9237-3,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84899583099&partnerID=40&md5=17126c499e90081f14c083bc4cc8e857,,Article,Final,,Scopus,2-s2.0-84899583099,,,
2682,"Bibas, R., Méjean, A.",26657147300; 55936503000,Potential and limitations of bioenergy for low carbon transitions,2014,Climatic Change,123,4-Mar,,731,761,NA,9,0,CT,,,10.1007/s10584-013-0962-6,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84898545717&partnerID=40&md5=8c82490098b37a1c3a20ea75b2f30306,,Article,Final,,Scopus,2-s2.0-84898545717,,,
2683,"Sabet, M.",55856196200,MORAL OFFSET': Competing framings of pro-environmental lifestyle choices,2014,Critical Discourse Studies,11,1,,95,116,NA,3,0,CT,,,10.1080/17405904.2013.829115,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84890787238&partnerID=40&md5=68d90dbd07d463fc429ad8bdf0203e48,,Article,Final,,Scopus,2-s2.0-84890787238,,,
2684,"Song, S.",55923405500,"Ship emissions inventory, social cost and eco-efficiency in Shanghai Yangshan port",2014,Atmospheric Environment,82,,,288,297,NA,97,0,CT,,,10.1016/j.atmosenv.2013.10.006,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84887374127&partnerID=40&md5=3eb30a22c539ffca21cdbb3b1d424f56,,Article,Final,,Scopus,2-s2.0-84887374127,,,
2685,"Espinosa, C., Fornero, J.",36885974800; 23011483200,Welfare analysis of an optimal carbon tax in Chile,2014,Revista de Analisis Economico,29,2,,75,112,NA,2,0,CT,,,10.4067/s0718-88702014000200004,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84910002759&partnerID=40&md5=9f670475f67d00f5bc3631badaa2c7bd,,Article,Final,Open Access,Scopus,2-s2.0-84910002759,,,
2686,"Onat, N.C., Kucukvar, M., Tatari, O.",55931450800; 36661159000; 14627876500,Towards life cycle sustainability assessment of alternative passenger vehicles,2014,Sustainability (Switzerland),6,12,,9305,9342,NA,73,0,CT,,,10.3390/su6129305,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84921065084&partnerID=40&md5=3cb850e372f0738ad91958462134d26b,,Article,Final,Open Access,Scopus,2-s2.0-84921065084,,,
2688,"Grijalva, T.C., Lusk, J.L., Shaw, W.D.",6506945201; 7004997535; 7202632914,Discounting the Distant Future: An Experimental Investigation,2014,Environmental and Resource Economics,59,1,,39,63,NA,10,0,CT,,,10.1007/s10640-013-9717-0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84906063886&partnerID=40&md5=352ae532a87d315dcbaa950d90d057c7,,Article,Final,,Scopus,2-s2.0-84906063886,,,
2689,"Osmani, A., Zhang, J.",55314773200; 55720470000,Economic and environmental optimization of a large scale sustainable dual feedstock lignocellulosic-based bioethanol supply chain in a stochastic environment,2014,Applied Energy,114,,,572,587,NA,59,0,CT,,,10.1016/j.apenergy.2013.10.024,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84887232663&partnerID=40&md5=7aded7d4bb11cd958c85c21bf88806c9,,Article,Final,,Scopus,2-s2.0-84887232663,,,
2690,"Tscharaktschiew, S.",23493963900,Shedding light on the appropriateness of the (high) gasoline tax level in Germany,2014,Economics of Transportation,3,3,,189,210,NA,11,0,CT,,,10.1016/j.ecotra.2014.06.001,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84922671054&partnerID=40&md5=549becc568af4fced8e2751e0d45dccd,,Article,Final,,Scopus,2-s2.0-84922671054,,,
2692,"Peh, K.S.-H., Balmford, A., Field, R.H., Lamb, A., Birch, J.C., Bradbury, R.B., Brown, C., Butchart, S.H.M., Lester, M., Morrison, R., Sedgwick, I., Soans, C., Stattersfield, A.J., Stroh, P.A., Swetnam, R.D., Thomas, D.H.L., Walpole, M., Warrington, S., Hughes, F.M.R.",7006501352; 57207509047; 55533604300; 56888460700; 35733215500; 7004524189; 36016021400; 6603966596; 57198219595; 54789101600; 56780117700; 36714335700; 6506535714; 42062362300; 6603336267; 57203496114; 56929706400; 7005250877; 8894898400,Benefits and costs of ecological restoration: Rapid assessment of changing ecosystem service values at a U.K. wetland,2014,Ecology and Evolution,4,20,,3875,3886,NA,30,0,CT,,,10.1002/ece3.1248,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84928387715&partnerID=40&md5=e5420357584e01e258e6899a82d77c7a,,Article,Final,Open Access,Scopus,2-s2.0-84928387715,,,
2694,"Frantál, B., Nováková, E.",10141569700; 36859903900,A curse of coal? exploring unintended regional consequences of coal energy in the Czech Republic | Prokletí uhlí? Zkoumání nezamýšlených regionálních d?sledk? uhelné energie v ?eské republice,2014,Moravian Geographical Reports,22,2,,55,65,NA,20,0,CT,,,10.2478/mgr-2014-0012,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84901921207&partnerID=40&md5=2000615bdde22eb49c8b743698f5c524,,Article,Final,Open Access,Scopus,2-s2.0-84901921207,,,
2697,"Aznar, J., Estruch-Guitart, V., Vallés-Planells, M.",16425671600; 56005710800; 55553742972,Valuation of environmental assets by the multicriteria AMUVAM method and its application to the Pego-Oliva Wetland,2014,Environmental Engineering and Management Journal,13,3,,597,610,NA,3,0,CT,,,10.30638/eemj.2014.063,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84903751203&partnerID=40&md5=fc4a96dfb23f2209fbe717a621256699,,Article,Final,Open Access,Scopus,2-s2.0-84903751203,,,
2698,"Brock, W., Engström, G., Xepapadeas, A.",35319716100; 34876547100; 6701402028,Spatial climate-economic models in the design of optimal climate policies across locations,2014,European Economic Review,69,,,78,103,NA,18,0,CT,,,10.1016/j.euroecorev.2013.02.008,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84902119626&partnerID=40&md5=47ee1a6be5a78e75acb85571e82e11f5,,Article,Final,,Scopus,2-s2.0-84902119626,,,
